0, 21.0, 12.0, 55.0, 81.0
1, 0.0, -4.0, 61.0, 76.0
2, -85.0, 22.0, 63.0, 69.0
3, 58.0, -3.0, 52.0, 87.0
4, -22.0, 3.0, 64.0, 53.0
5, 37.0, -7.0, 62.0, 65.0
6, -101.0, 19.0, 65.0, 76.0
7, -27.0, -1.0, 64.0, 61.0
8, -31.0, 0.0, 67.0, 75.0
9, -140.0, 9.0, 68.0, 69.0
10, 128.0, 0.0, 63.0, 61.0
11, -159.0, -8.0, 79.0, 74.0
12, 16.0, 6.0, 60.0, 58.0
13, -56.0, 11.0, 85.0, 57.0
14, -75.0, 19.0, 72.0, 86.0
15, 69.0, -1.0, 65.0, 86.0
16, 118.0, 27.0, 67.0, 81.0
17, -107.0, -12.0, 69.0, 69.0
18, 16.0, 4.0, 60.0, 73.0
19, -39.0, -5.0, 72.0, 78.0
20, 22.0, 7.0, 72.0, 95.0
21, 110.0, 0.0, 62.0, 90.0
22, 171.0, 11.0, 83.0, 74.0
23, -149.0, 13.0, 58.0, 58.0
24, -137.0, 5.0, 70.0, 84.0
25, -54.0, 2.0, 79.0, 88.0
26, -50.0, 0.0, 59.0, 69.0
27, 87.0, 20.0, 53.0, 87.0
28, 19.0, -8.0, 60.0, 80.0
29, -120.0, 5.0, 59.0, 71.0
30, 126.0, 4.0, 65.0, 94.0
31, -78.0, -15.0, 59.0, 64.0
32, -98.0, -3.0, 58.0, 70.0
33, -107.0, -7.0, 85.0, 69.0
34, 79.0, 3.0, 57.0, 91.0
35, 194.0, 8.0, 67.0, 72.0
36, -150.0, -6.0, 54.0, 66.0
37, 7.0, 11.0, 50.0, 80.0
38, 56.0, -2.0, 71.0, 85.0
39, 24.0, 5.0, 53.0, 92.0
40, -94.0, 3.0, 46.0, 77.0
41, 18.0, 15.0, 65.0, 68.0
42, -85.0, 9.0, 67.0, 87.0
43, 100.0, 0.0, 70.0, 78.0
44, 112.0, 8.0, 75.0, 63.0
45, 109.0, 11.0, 56.0, 72.0
46, 81.0, 18.0, 88.0, 73.0
47, 140.0, 13.0, 75.0, 69.0
48, -31.0, 2.0, 50.0, 72.0
49, 12.0, 13.0, 75.0, 75.0
50, 118.0, -12.0, 52.0, 68.0
51, 17.0, -10.0, 53.0, 87.0
52, -217.0, 1.0, 68.0, 72.0
53, 188.0, 2.0, 52.0, 88.0
54, 48.0, -2.0, 59.0, 79.0
55, 99.0, -13.0, 62.0, 74.0
56, -27.0, 0.0, 77.0, 68.0
57, 268.0, -19.0, 76.0, 83.0
58, 22.0, -17.0, 71.0, 71.0
59, -84.0, 2.0, 83.0, 71.0
60, -38.0, 19.0, 57.0, 60.0
61, -57.0, -7.0, 73.0, 78.0
62, -144.0, 14.0, 73.0, 74.0
63, 124.0, 11.0, 76.0, 82.0
64, 21.0, 0.0, 53.0, 74.0
65, 138.0, 7.0, 47.0, 84.0
66, 66.0, 4.0, 80.0, 52.0
67, -210.0, 6.0, 62.0, 74.0
68, 132.0, 0.0, 66.0, 70.0
69, 61.0, -2.0, 63.0, 88.0
70, 219.0, -8.0, 74.0, 102.0
71, 151.0, 1.0, 40.0, 77.0
72, -47.0, -9.0, 90.0, 79.0
73, 135.0, 4.0, 105.0, 81.0
74, 37.0, 5.0, 68.0, 74.0
75, -117.0, 15.0, 66.0, 67.0
76, 30.0, -4.0, 64.0, 66.0
77, 167.0, 1.0, 55.0, 47.0
78, 4.0, 18.0, 96.0, 75.0
79, 43.0, 6.0, 79.0, 78.0
80, -27.0, -2.0, 76.0, 55.0
81, -80.0, 12.0, 77.0, 71.0
82, 126.0, 7.0, 54.0, 61.0
83, 88.0, 17.0, 63.0, 73.0
84, 13.0, 16.0, 62.0, 70.0
85, 272.0, 6.0, 68.0, 77.0
86, 13.0, 3.0, 53.0, 63.0
87, -13.0, 12.0, 78.0, 57.0
88, -47.0, 13.0, 82.0, 62.0
89, -302.0, 6.0, 62.0, 82.0
90, -90.0, 2.0, 66.0, 80.0
91, -11.0, 0.0, 58.0, 55.0
92, -133.0, -9.0, 80.0, 87.0
93, 24.0, -6.0, 73.0, 93.0
94, -85.0, -13.0, 92.0, 73.0
95, 121.0, 9.0, 74.0, 81.0
96, -158.0, 4.0, 70.0, 72.0
97, -78.0, -1.0, 50.0, 88.0
98, -22.0, -1.0, 76.0, 55.0
99, 9.0, 24.0, 74.0, 65.0
100, -51.0, -5.0, 60.0, 65.0
101, -33.0, 18.0, 89.0, 80.0
102, -42.0, -7.0, 73.0, 50.0
103, -26.0, -8.0, 62.0, 76.0
104, 73.0, 0.0, 65.0, 82.0
105, -177.0, 28.0, 50.0, 83.0
106, 292.0, 15.0, 66.0, 65.0
107, 106.0, 12.0, 57.0, 70.0
108, -74.0, -6.0, 62.0, 70.0
109, 81.0, 5.0, 58.0, 66.0
110, 47.0, 8.0, 69.0, 69.0
111, -90.0, 0.0, 56.0, 45.0
112, 13.0, 9.0, 85.0, 75.0
113, 39.0, -1.0, 82.0, 73.0
114, 32.0, 18.0, 33.0, 60.0
115, 19.0, -11.0, 76.0, 49.0
116, 91.0, -9.0, 70.0, 74.0
117, 3.0, 13.0, 60.0, 82.0
118, -128.0, 0.0, 59.0, 70.0
119, 71.0, -13.0, 78.0, 84.0
120, 152.0, 2.0, 50.0, 65.0
121, 61.0, 16.0, 76.0, 71.0
122, 102.0, -24.0, 66.0, 72.0
123, 179.0, 9.0, 60.0, 67.0
124, 121.0, 3.0, 65.0, 87.0
125, 53.0, 7.0, 65.0, 50.0
126, 83.0, 9.0, 61.0, 60.0
127, -82.0, 3.0, 68.0, 101.0
128, -43.0, -10.0, 66.0, 78.0
129, -105.0, 5.0, 68.0, 93.0
130, 123.0, 6.0, 52.0, 70.0
131, -79.0, 2.0, 65.0, 82.0
132, -11.0, 10.0, 81.0, 92.0
133, 106.0, -16.0, 67.0, 75.0
134, -26.0, 1.0, 90.0, 75.0
135, 8.0, 10.0, 79.0, 78.0
136, -186.0, -2.0, 71.0, 86.0
137, -143.0, 29.0, 68.0, 82.0
138, -43.0, 3.0, 81.0, 78.0
139, -150.0, -8.0, 75.0, 60.0
140, -140.0, 12.0, 62.0, 53.0
141, 21.0, 6.0, 54.0, 67.0
142, 96.0, 16.0, 62.0, 90.0
143, 97.0, 4.0, 63.0, 84.0
144, -81.0, 23.0, 48.0, 70.0
145, 73.0, 4.0, 53.0, 77.0
146, -61.0, -4.0, 85.0, 67.0
147, 243.0, 3.0, 69.0, 81.0
148, 223.0, 12.0, 92.0, 84.0
149, 49.0, 3.0, 57.0, 74.0
150, 190.0, 3.0, 67.0, 73.0
151, 110.0, 7.0, 71.0, 71.0
152, 145.0, -5.0, 69.0, 74.0
153, 94.0, -24.0, 65.0, 73.0
154, -4.0, 2.0, 61.0, 75.0
155, 15.0, 14.0, 56.0, 72.0
156, 30.0, 14.0, 74.0, 78.0
157, -48.0, 6.0, 57.0, 96.0
158, 48.0, -7.0, 71.0, 53.0
159, -85.0, -18.0, 58.0, 74.0
160, -194.0, 7.0, 79.0, 81.0
161, -163.0, 0.0, 62.0, 51.0
162, -107.0, 5.0, 53.0, 57.0
163, 127.0, 12.0, 55.0, 74.0
164, 188.0, -9.0, 79.0, 69.0
165, 114.0, -13.0, 69.0, 73.0
166, -279.0, 31.0, 69.0, 52.0
167, 0.0, 7.0, 72.0, 81.0
168, -104.0, 21.0, 89.0, 86.0
169, 81.0, -8.0, 75.0, 80.0
170, -40.0, 9.0, 60.0, 84.0
171, -34.0, -14.0, 54.0, 64.0
172, -127.0, 1.0, 62.0, 73.0
173, 98.0, 19.0, 80.0, 62.0
174, -8.0, 0.0, 81.0, 80.0
175, 100.0, 6.0, 58.0, 77.0
176, -13.0, 8.0, 53.0, 71.0
177, 5.0, 4.0, 85.0, 67.0
178, 74.0, -4.0, 56.0, 70.0
179, -11.0, 3.0, 78.0, 69.0
180, 73.0, 34.0, 77.0, 61.0
181, 211.0, 23.0, 76.0, 65.0
182, -28.0, 3.0, 73.0, 68.0
183, -30.0, 22.0, 54.0, 73.0
184, -183.0, -4.0, 69.0, 63.0
185, -167.0, -7.0, 60.0, 69.0
186, -78.0, -1.0, 80.0, 62.0
187, -52.0, 12.0, 72.0, 58.0
188, -100.0, 6.0, 79.0, 66.0
189, -36.0, -13.0, 62.0, 77.0
190, 229.0, 0.0, 70.0, 65.0
191, -144.0, -4.0, 74.0, 83.0
192, 19.0, 1.0, 91.0, 83.0
193, 3.0, 19.0, 79.0, 74.0
194, 117.0, -3.0, 77.0, 61.0
195, 192.0, 0.0, 55.0, 70.0
196, 52.0, 30.0, 76.0, 76.0
197, 88.0, 2.0, 84.0, 78.0
198, 40.0, 0.0, 55.0, 87.0
199, 82.0, 0.0, 61.0, 69.0
200, -67.0, 1.0, 65.0, 56.0
201, -15.0, 3.0, 71.0, 66.0
202, 171.0, -2.0, 69.0, 58.0
203, 185.0, -18.0, 71.0, 65.0
204, -76.0, -13.0, 69.0, 54.0
205, -118.0, 4.0, 80.0, 70.0
206, -120.0, -4.0, 62.0, 73.0
207, 63.0, -7.0, 59.0, 90.0
208, -20.0, 5.0, 67.0, 47.0
209, 167.0, 36.0, 71.0, 71.0
210, -92.0, 7.0, 69.0, 72.0
211, -219.0, 18.0, 77.0, 81.0
212, -45.0, 0.0, 73.0, 67.0
213, -12.0, 2.0, 71.0, 75.0
214, 63.0, -4.0, 68.0, 82.0
215, -3.0, 4.0, 77.0, 85.0
216, 119.0, -8.0, 55.0, 62.0
217, 52.0, 8.0, 78.0, 67.0
218, -217.0, 21.0, 60.0, 71.0
219, 45.0, 17.0, 67.0, 86.0
220, -319.0, 0.0, 63.0, 62.0
221, -150.0, 10.0, 68.0, 62.0
222, -22.0, 1.0, 60.0, 68.0
223, -179.0, 14.0, 54.0, 75.0
224, 117.0, -1.0, 74.0, 72.0
225, 83.0, -3.0, 75.0, 79.0
226, 78.0, 6.0, 64.0, 55.0
227, -10.0, 6.0, 54.0, 65.0
228, -1.0, 6.0, 81.0, 64.0
229, 45.0, -14.0, 79.0, 74.0
230, 19.0, 5.0, 76.0, 81.0
231, -4.0, 24.0, 57.0, 75.0
232, -166.0, 17.0, 49.0, 68.0
233, 6.0, -13.0, 68.0, 85.0
234, -240.0, -17.0, 72.0, 71.0
235, -87.0, 0.0, 65.0, 78.0
236, 151.0, -2.0, 65.0, 63.0
237, -67.0, -18.0, 64.0, 79.0
238, 4.0, -12.0, 69.0, 82.0
239, 173.0, 4.0, 58.0, 83.0
240, -136.0, -1.0, 74.0, 72.0
241, 4.0, 0.0, 68.0, 81.0
242, -38.0, 1.0, 54.0, 65.0
243, -61.0, 0.0, 56.0, 54.0
244, 105.0, 6.0, 63.0, 66.0
245, 181.0, 1.0, 71.0, 50.0
246, 25.0, 9.0, 90.0, 60.0
247, 22.0, 0.0, 91.0, 76.0
248, 140.0, 28.0, 76.0, 77.0
249, 17.0, 17.0, 81.0, 90.0
250, 110.0, 15.0, 81.0, 79.0
251, 161.0, 14.0, 69.0, 75.0
252, 156.0, 2.0, 77.0, 74.0
253, -267.0, 2.0, 85.0, 78.0
254, 236.0, 8.0, 80.0, 69.0
255, 72.0, 0.0, 61.0, 80.0
256, 82.0, -21.0, 43.0, 88.0
257, -49.0, 11.0, 58.0, 50.0
258, 51.0, 0.0, 73.0, 58.0
259, 164.0, -1.0, 79.0, 69.0
260, -189.0, 9.0, 79.0, 82.0
261, -76.0, 11.0, 59.0, 72.0
262, 140.0, 6.0, 46.0, 49.0
263, 70.0, -9.0, 70.0, 60.0
264, -75.0, 1.0, 63.0, 75.0
265, -99.0, 7.0, 72.0, 89.0
266, 81.0, 3.0, 63.0, 78.0
267, -68.0, -3.0, 74.0, 74.0
268, -19.0, -2.0, 56.0, 76.0
269, -118.0, -8.0, 70.0, 72.0
270, -153.0, -1.0, 61.0, 54.0
271, -120.0, 14.0, 77.0, 76.0
272, 148.0, -12.0, 80.0, 72.0
273, 71.0, 5.0, 59.0, 69.0
274, 68.0, -6.0, 75.0, 62.0
275, 81.0, -8.0, 89.0, 68.0
276, -28.0, 2.0, 67.0, 54.0
277, 48.0, 16.0, 71.0, 73.0
278, -47.0, -6.0, 89.0, 81.0
279, -55.0, -10.0, 67.0, 75.0
280, -127.0, 17.0, 57.0, 86.0
281, 0.0, 4.0, 94.0, 73.0
282, 122.0, 28.0, 83.0, 77.0
283, 97.0, -3.0, 70.0, 78.0
284, -38.0, -4.0, 89.0, 76.0
285, 54.0, 9.0, 76.0, 76.0
286, 6.0, 3.0, 52.0, 76.0
287, 133.0, 4.0, 66.0, 73.0
288, 78.0, -1.0, 78.0, 61.0
289, 58.0, 1.0, 76.0, 62.0
290, -97.0, 4.0, 83.0, 77.0
291, -134.0, 13.0, 62.0, 64.0
292, 39.0, 7.0, 51.0, 93.0
293, -53.0, 9.0, 61.0, 64.0
294, 24.0, 28.0, 74.0, 68.0
295, -21.0, 19.0, 60.0, 65.0
296, 116.0, 5.0, 61.0, 84.0
297, 128.0, 7.0, 85.0, 73.0
298, 171.0, 1.0, 71.0, 69.0
299, -19.0, -6.0, 72.0, 64.0
300, -131.0, -4.0, 82.0, 85.0
301, 182.0, -5.0, 72.0, 63.0
302, -144.0, 1.0, 75.0, 52.0
303, -108.0, 13.0, 80.0, 82.0
304, -60.0, 9.0, 64.0, 75.0
305, -11.0, 10.0, 72.0, 94.0
306, -105.0, 2.0, 69.0, 66.0
307, -230.0, 13.0, 62.0, 62.0
308, 32.0, -2.0, 59.0, 57.0
309, -18.0, 9.0, 61.0, 80.0
310, -23.0, -4.0, 68.0, 68.0
311, -18.0, 10.0, 76.0, 55.0
312, -152.0, -3.0, 55.0, 55.0
313, -70.0, 36.0, 72.0, 81.0
314, 51.0, -6.0, 72.0, 69.0
315, -129.0, -2.0, 76.0, 92.0
316, -100.0, 8.0, 76.0, 54.0
317, 17.0, 14.0, 71.0, 60.0
318, -107.0, 6.0, 79.0, 75.0
319, 43.0, 9.0, 49.0, 84.0
320, 20.0, 15.0, 69.0, 60.0
321, 137.0, 9.0, 61.0, 75.0
322, -53.0, 0.0, 76.0, 50.0
323, 164.0, 15.0, 76.0, 70.0
324, -61.0, 14.0, 73.0, 69.0
325, -39.0, -22.0, 46.0, 72.0
326, -115.0, 1.0, 95.0, 73.0
327, -24.0, 0.0, 73.0, 77.0
328, -35.0, -16.0, 72.0, 76.0
329, 68.0, 12.0, 87.0, 87.0
330, 134.0, -9.0, 100.0, 59.0
331, 30.0, -2.0, 85.0, 69.0
332, -56.0, 0.0, 70.0, 61.0
333, 191.0, 7.0, 68.0, 42.0
334, 162.0, 22.0, 63.0, 65.0
335, 63.0, 3.0, 65.0, 74.0
336, 89.0, 20.0, 81.0, 64.0
337, 23.0, -2.0, 58.0, 77.0
338, -45.0, -8.0, 71.0, 62.0
339, -18.0, 18.0, 39.0, 65.0
340, -84.0, 4.0, 76.0, 74.0
341, -66.0, -20.0, 72.0, 70.0
342, 22.0, -7.0, 63.0, 82.0
343, 284.0, -9.0, 77.0, 61.0
344, 191.0, 0.0, 71.0, 61.0
345, -36.0, -13.0, 57.0, 67.0
346, 219.0, -25.0, 69.0, 74.0
347, 157.0, 1.0, 52.0, 71.0
348, 3.0, -3.0, 73.0, 52.0
349, 125.0, 6.0, 69.0, 72.0
350, 138.0, -8.0, 66.0, 72.0
351, -98.0, 10.0, 57.0, 83.0
352, -69.0, -15.0, 58.0, 72.0
353, -49.0, -12.0, 73.0, 85.0
354, -146.0, 10.0, 70.0, 79.0
355, 200.0, 31.0, 64.0, 86.0
356, -63.0, -13.0, 76.0, 82.0
357, 28.0, 16.0, 101.0, 79.0
358, -41.0, 9.0, 73.0, 62.0
359, -73.0, 17.0, 70.0, 86.0
360, 102.0, -8.0, 54.0, 66.0
361, 136.0, -2.0, 59.0, 82.0
362, 76.0, -14.0, 55.0, 74.0
363, 12.0, 25.0, 65.0, 65.0
364, 90.0, 4.0, 72.0, 69.0
365, 157.0, 22.0, 67.0, 68.0
366, 57.0, 9.0, 75.0, 68.0
367, -51.0, -25.0, 60.0, 68.0
368, 105.0, 15.0, 65.0, 79.0
369, -173.0, 5.0, 56.0, 83.0
370, 78.0, 0.0, 75.0, 64.0
371, 103.0, -10.0, 56.0, 39.0
372, -49.0, -5.0, 46.0, 80.0
373, 56.0, 12.0, 65.0, 62.0
374, -46.0, 12.0, 40.0, 54.0
375, -38.0, -7.0, 105.0, 86.0
376, -45.0, 4.0, 69.0, 69.0
377, 10.0, -7.0, 62.0, 72.0
378, -187.0, 5.0, 49.0, 76.0
379, 27.0, 7.0, 75.0, 70.0
380, -113.0, -5.0, 60.0, 70.0
381, 20.0, 22.0, 63.0, 84.0
382, -1.0, 8.0, 78.0, 78.0
383, 104.0, 23.0, 62.0, 65.0
384, -15.0, 11.0, 91.0, 72.0
385, -35.0, 17.0, 81.0, 65.0
386, -282.0, 15.0, 51.0, 77.0
387, 24.0, -8.0, 84.0, 80.0
388, 31.0, -2.0, 77.0, 69.0
389, 0.0, -1.0, 69.0, 49.0
390, -124.0, -10.0, 62.0, 52.0
391, -2.0, -27.0, 64.0, 51.0
392, 162.0, -13.0, 77.0, 54.0
393, -50.0, -2.0, 61.0, 87.0
394, -104.0, -7.0, 76.0, 79.0
395, -54.0, 4.0, 81.0, 75.0
396, 31.0, -8.0, 62.0, 71.0
397, -29.0, 2.0, 75.0, 88.0
398, 114.0, -13.0, 51.0, 61.0
399, 155.0, -10.0, 75.0, 71.0
400, -110.0, 11.0, 59.0, 70.0
401, -7.0, -1.0, 57.0, 63.0
402, 35.0, 15.0, 65.0, 92.0
403, -4.0, -4.0, 63.0, 66.0
404, 77.0, -19.0, 73.0, 70.0
405, -24.0, 1.0, 86.0, 68.0
406, 0.0, -1.0, 66.0, 74.0
407, 62.0, 3.0, 80.0, 67.0
408, -80.0, 5.0, 61.0, 70.0
409, 155.0, 1.0, 87.0, 70.0
410, 82.0, -6.0, 55.0, 72.0
411, 31.0, 9.0, 70.0, 81.0
412, -129.0, 10.0, 66.0, 65.0
413, 170.0, 4.0, 60.0, 67.0
414, 82.0, 2.0, 58.0, 82.0
415, -102.0, -5.0, 66.0, 76.0
416, 101.0, 7.0, 69.0, 74.0
417, 23.0, 24.0, 67.0, 85.0
